id,type,context,text,display_author,source,reference,is_exact,attribution_mode,weight,active,source_url,notes
therese_041,st_therese,parish_delivery,Una entrega sencilla puede ser lluvia de rosas.,Inspirado en Santa Teresita,C’est la confiance,n. 13,false,paraphrase,4,true,https://www.vatican.va/content/francesco/es/apost_exhortations/documents/20231015-santateresa-delbambinogesu.html,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_042,st_therese,general,"Cuando no puedas mucho, confía mucho.",Inspirado en Santa Teresita,C’est la confiance,espiritualidad de confianza,false,paraphrase,4,true,https://www.vatican.va/content/francesco/es/apost_exhortations/documents/20231015-santateresa-delbambinogesu.html,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_043,st_therese,order_created,La fidelidad en lo pequeño educa el corazón.,Inspirado en Santa Teresita,Historia de un alma,pequeña vía,false,paraphrase,4,true,https://www.gutenberg.org/ebooks/16772,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_044,st_therese,home,La confianza no elimina la cruz; la atraviesa con amor.,Inspirado en Santa Teresita,C’est la confiance,noche de fe,false,paraphrase,4,true,https://www.vatican.va/content/francesco/es/apost_exhortations/documents/20231015-santateresa-delbambinogesu.html,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_045,st_therese,expense_registered,La pobreza ofrecida puede volverse riqueza de gracia.,Inspirado en Santa Teresita,Historia de un alma,ofrenda,false,paraphrase,4,true,https://www.gutenberg.org/ebooks/16772,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_046,st_therese,delivery_registered,El corazón que ama encuentra ocasión en todo.,Inspirado en Santa Teresita,Historia de un alma,caridad cotidiana,false,paraphrase,4,true,https://www.gutenberg.org/ebooks/16772,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_047,st_therese,general,"Dios no pide grandeza aparente, sino amor real.",Inspirado en Santa Teresita,Historia de un alma,pequeña vía,false,paraphrase,4,true,https://www.gutenberg.org/ebooks/16772,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_048,st_therese,payment_registered,La confianza transforma la cuenta en gratitud.,Inspirado en Santa Teresita,C’est la confiance,manos vacías,false,paraphrase,4,true,https://www.vatican.va/content/francesco/es/apost_exhortations/documents/20231015-santateresa-delbambinogesu.html,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_049,st_therese,home,El alma pequeña puede correr hacia Dios.,Inspirado en Santa Teresita,C’est la confiance,caminito,false,paraphrase,4,true,https://www.vatican.va/content/francesco/es/apost_exhortations/documents/20231015-santateresa-delbambinogesu.html,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_050,st_therese,parish_delivery,Lo entregado por amor no se pierde.,Inspirado en Santa Teresita,Historia de un alma,ofrenda,false,paraphrase,4,true,https://www.gutenberg.org/ebooks/16772,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_051,st_therese,order_created,Cada pedido puede ser una pequeña misión.,Inspirado en Santa Teresita,C’est la confiance,alma misionera,false,paraphrase,4,true,https://www.vatican.va/content/francesco/es/apost_exhortations/documents/20231015-santateresa-delbambinogesu.html,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_052,st_therese,general,La santidad no es espectáculo: es amor fiel.,Inspirado en Santa Teresita,Historia de un alma,vida escondida,false,paraphrase,4,true,https://www.gutenberg.org/ebooks/16772,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_053,st_therese,delivery_registered,La sonrisa también puede ser caridad.,Inspirado en Santa Teresita,Historia de un alma,caridad fraterna,false,paraphrase,4,true,https://www.gutenberg.org/ebooks/16772,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_054,st_therese,home,Ser pequeño ante Dios no es derrota: es libertad.,Inspirado en Santa Teresita,C’est la confiance,caminito,false,paraphrase,4,true,https://www.vatican.va/content/francesco/es/apost_exhortations/documents/20231015-santateresa-delbambinogesu.html,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_055,st_therese,payment_registered,Todo lo bueno recibido vuelve a Dios en alabanza.,Inspirado en Santa Teresita,Historia de un alma,gratitud,false,paraphrase,4,true,https://www.gutenberg.org/ebooks/16772,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_056,st_therese,expense_registered,Ordenar con paciencia también es amar.,Inspirado en Santa Teresita,Historia de un alma,vida ordinaria,false,paraphrase,4,true,https://www.gutenberg.org/ebooks/16772,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_057,st_therese,general,El Amor sabe contar lo que el mundo no ve.,Inspirado en Santa Teresita,Historia de un alma,pequeñas acciones,false,paraphrase,4,true,https://www.gutenberg.org/ebooks/16772,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_058,st_therese,parish_delivery,La Iglesia también crece por flores escondidas.,Inspirado en Santa Teresita,C’est la confiance,en el corazón de la Iglesia,false,paraphrase,4,true,https://www.vatican.va/content/francesco/es/apost_exhortations/documents/20231015-santateresa-delbambinogesu.html,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_059,st_therese,order_created,Lo artesanal hecho con amor puede ser oración.,Inspirado en Santa Teresita,Historia de un alma,vida oculta,false,paraphrase,4,true,https://www.gutenberg.org/ebooks/16772,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_060,st_therese,home,Hoy alcanza con amar bien lo que toca.,Inspirado en Santa Teresita,Historia de un alma,caminito,false,paraphrase,4,true,https://www.gutenberg.org/ebooks/16772,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_061,st_therese,delivery_registered,La caridad se vuelve concreta cuando llega al otro.,Inspirado en Santa Teresita,C’est la confiance,Jesús para los demás,false,paraphrase,4,true,https://www.vatican.va/content/francesco/es/apost_exhortations/documents/20231015-santateresa-delbambinogesu.html,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_062,st_therese,general,La confianza es una puerta abierta al Amor.,Inspirado en Santa Teresita,C’est la confiance,prólogo,false,paraphrase,4,true,https://www.vatican.va/content/francesco/es/apost_exhortations/documents/20231015-santateresa-delbambinogesu.html,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_063,st_therese,payment_registered,Cobrar con justicia también cuida la misión.,Inspirado en Santa Teresita,Historia de un alma,orden y caridad,false,paraphrase,4,true,https://www.gutenberg.org/ebooks/16772,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_064,st_therese,expense_registered,Administrar bien es servir mejor.,Inspirado en Santa Teresita,Historia de un alma,vida comunitaria,false,paraphrase,4,true,https://www.gutenberg.org/ebooks/16772,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_065,st_therese,parish_delivery,Una flor ofrecida con pureza llega lejos.,Inspirado en Santa Teresita,Historia de un alma,flor pequeña,false,paraphrase,4,true,https://www.gutenberg.org/ebooks/16772,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_066,st_therese,home,El corazón humilde se deja conducir.,Inspirado en Santa Teresita,C’est la confiance,confianza y amor,false,paraphrase,4,true,https://www.vatican.va/content/francesco/es/apost_exhortations/documents/20231015-santateresa-delbambinogesu.html,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_067,st_therese,general,"En el corazón de la Iglesia, el amor lo sostiene todo.",Inspirado en Santa Teresita,C’est la confiance,sección “Seré el amor”,false,paraphrase,4,true,https://www.vatican.va/content/francesco/es/apost_exhortations/documents/20231015-santateresa-delbambinogesu.html,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_068,st_therese,order_created,El trabajo de hoy puede ser una rosa para Jesús.,Inspirado en Santa Teresita,Historia de un alma,lluvia de rosas,false,paraphrase,4,true,https://www.gutenberg.org/ebooks/16772,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_069,st_therese,delivery_registered,La entrega puntual también habla de amor.,Inspirado en Santa Teresita,Historia de un alma,fidelidad cotidiana,false,paraphrase,4,true,https://www.gutenberg.org/ebooks/16772,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
therese_070,st_therese,payment_registered,La transparencia también es una forma de caridad.,Inspirado en Santa Teresita,Historia de un alma,vida comunitaria,false,paraphrase,4,true,https://www.gutenberg.org/ebooks/16772,"Exacta solo si is_exact=true; si no, usar como paráfrasis/inspiración."
marian_001,marian_scripture,home,Hágase en mí según tu palabra.,Sagrada Escritura,Lucas,"Lc 1,38",true,exact,5,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_002,marian_scripture,home,María guardaba todo en su corazón.,Inspirado en la Escritura,Lucas,"Lc 2,19",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_003,marian_scripture,order_created,La Visitación enseña a servir con prontitud.,Inspirado en la Escritura,Lucas,"Lc 1,39-45",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_004,marian_scripture,general,El Magníficat convierte la alegría en alabanza.,Inspirado en la Escritura,Lucas,"Lc 1,46-55",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_005,marian_scripture,parish_delivery,Dios mira la humildad de su servidora.,Inspirado en la Escritura,Lucas,"Lc 1,48",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_006,marian_scripture,home,El Señor hace maravillas en los humildes.,Inspirado en la Escritura,Lucas,"Lc 1,49",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_007,marian_scripture,general,Su misericordia alcanza de generación en generación.,Inspirado en la Escritura,Lucas,"Lc 1,50",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_008,marian_scripture,payment_registered,Dios colma de bienes a los hambrientos.,Inspirado en la Escritura,Lucas,"Lc 1,53",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_009,marian_scripture,delivery_registered,María llevó a Jesús a la casa de Isabel.,Inspirado en la Escritura,Lucas,"Lc 1,39-40",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_010,marian_scripture,home,Bendita tú entre las mujeres.,Sagrada Escritura,Lucas,"Lc 1,42",true,exact,5,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_011,marian_scripture,general,Dichosa la que creyó.,Sagrada Escritura,Lucas,"Lc 1,45",true,exact,5,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_012,marian_scripture,order_created,La fe de María prepara el camino del servicio.,Inspirado en la Escritura,Lucas,"Lc 1,38-45",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_013,marian_scripture,parish_delivery,"Todo lo que Él les diga, háganlo.",Sagrada Escritura,Juan,"Jn 2,5",true,exact,5,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_014,marian_scripture,delivery_registered,"En Caná, María ve la necesidad antes que otros.",Inspirado en la Escritura,Juan,"Jn 2,1-11",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_015,marian_scripture,payment_registered,María enseña a presentar las necesidades a Jesús.,Inspirado en la Escritura,Juan,"Jn 2,3",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_016,marian_scripture,general,"Junto a la cruz, María permanece fiel.",Inspirado en la Escritura,Juan,"Jn 19,25-27",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_017,marian_scripture,home,Ahí tienes a tu madre.,Sagrada Escritura,Juan,"Jn 19,27",true,exact,5,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_018,marian_scripture,parish_delivery,La Iglesia recibe a María como Madre.,Inspirado en la Escritura,Juan,"Jn 19,26-27",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_019,marian_scripture,general,María persevera con los discípulos en oración.,Inspirado en la Escritura,Hechos,"Hch 1,14",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_020,marian_scripture,home,La oración común también sostiene la misión.,Inspirado en la Escritura,Hechos,"Hch 1,14",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_021,marian_scripture,order_created,Servir puede ser una Visitación pequeña.,Inspirado en la Escritura,Lucas,"Lc 1,39-45",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_022,marian_scripture,delivery_registered,El Niño fue presentado al Señor.,Inspirado en la Escritura,Lucas,"Lc 2,22",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_023,marian_scripture,general,Una espada atravesará tu alma.,Sagrada Escritura,Lucas,"Lc 2,35",true,exact,5,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_024,marian_scripture,home,María enseña a guardar y meditar.,Inspirado en la Escritura,Lucas,"Lc 2,19.51",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_025,marian_scripture,expense_registered,La pobreza de Belén no impidió la alegría.,Inspirado en la Escritura,Lucas,"Lc 2,7",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_026,marian_scripture,general,El Verbo se hizo carne y habitó entre nosotros.,Inspirado en la Escritura,Juan,"Jn 1,14",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_027,marian_scripture,home,Dios quiso venir por el sí de María.,Inspirado en la Escritura,Lucas,"Lc 1,26-38",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_028,marian_scripture,parish_delivery,La humildad de María engrandece al Señor.,Inspirado en la Escritura,Lucas,"Lc 1,46-48",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_029,marian_scripture,payment_registered,La justicia de Dios levanta a los pequeños.,Inspirado en la Escritura,Lucas,"Lc 1,52",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_030,marian_scripture,delivery_registered,María camina con prontitud hacia quien necesita.,Inspirado en la Escritura,Lucas,"Lc 1,39",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_031,marian_scripture,order_created,El sí de María vuelve fecunda la tarea diaria.,Inspirado en la Escritura,Lucas,"Lc 1,38",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_032,marian_scripture,home,La gracia de Dios precede toda obra buena.,Inspirado en la Escritura,Lucas,"Lc 1,28",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
marian_033,marian_scripture,general,"Llena de gracia, María señala a Cristo.",Inspirado en la Escritura,Lucas,"Lc 1,28",false,paraphrase,4,true,,"Usar como cita bíblica exacta solo si is_exact=true; si no, mostrar como inspiración/paráfrasis con referencia."
